,limite,cuenta_corriente,escolaridad,estado_civil,edad,valor_factura,valor_pago,moroso,iu,rango_edad
858,108396,No,3.Pos-graduacion,Casado/a,36,118.6334,118.6334,0,0.0010944444444444443,30-40
859,36132,Si,1.Colegio,Casado/a,40,32680.7918,1505.5,0,0.9044833333333333,30-40
860,36132,No,3.Pos-graduacion,Soltero/a,29,9418.7091,602.2,0,0.260675,20-30
861,90330,Si,3.Pos-graduacion,Soltero/a,48,70786.5023,3012.5055,0,0.7836433333333332,40-50
862,63231,Si,2.Universidad,Casado/a,50,32895.4761,1215.5407,0,0.5202428571428571,40-50
863,63231,Si,2.Universidad,Casado/a,29,37235.2304,1531.9968,0,0.5888761904761904,20-30
864,21077,Si,1.Colegio,Casado/a,49,6560.969,421.54,0,0.3112857142857143,40-50
865,60220,No,2.Universidad,Casado/a,33,3172.6907,3017.9253,0,0.052685,30-40
866,69253,Si,2.Universidad,Casado/a,51,16246.1516,903.3,0,0.23459130434782607,50+
867,6022,No,1.Colegio,Casado/a,23,5816.0476,5816.0476,0,0.9658,20-30
868,48176,Si,1.Colegio,Soltero/a,26,117.429,117.429,0,0.0024375,20-30
869,87319,Si,3.Pos-graduacion,Casado/a,30,395.0432,395.0432,0,0.004524137931034483,20-30
870,24088,Si,1.Colegio,Casado/a,26,19319.1782,602.2,0,0.802025,20-30
871,108396,No,3.Pos-graduacion,Soltero/a,43,640.7408,640.7408,0,0.005911111111111112,40-50
872,69253,No,3.Pos-graduacion,Soltero/a,32,50022.9474,2205.8586,0,0.7223217391304347,30-40
873,15055,Si,3.Pos-graduacion,Soltero/a,22,2887.8501,361.32,0,0.19182000000000002,20-30
874,9033,Si,3.Pos-graduacion,Soltero/a,24,445.3269,445.3269,0,0.049300000000000004,20-30
875,45165,Si,2.Universidad,Casado/a,42,683.497,683.497,0,0.015133333333333332,40-50
876,150550,Si,2.Universidad,Casado/a,50,26127.0492,26127.0492,0,0.173544,40-50
877,27099,Si,2.Universidad,Casado/a,23,4287.9651,752.75,0,0.15823333333333334,20-30
878,204748,No,3.Pos-graduacion,Soltero/a,37,4844.0968,812.97,0,0.023658823529411767,30-40
879,15055,No,3.Pos-graduacion,Casado/a,47,14444.9714,903.3,0,0.95948,40-50
880,30110,Si,2.Universidad,Casado/a,40,98.1586,98.1586,0,0.0032600000000000003,30-40
881,9033,No,2.Universidad,Soltero/a,54,7457.3437,511.87,0,0.8255666666666667,50+
882,15055,No,2.Universidad,Soltero/a,27,3993.1882,1248.3606,0,0.26524,20-30
883,18066,No,3.Pos-graduacion,Casado/a,33,2277.8215,2277.8215,0,0.12608333333333333,30-40
884,24088,Si,2.Universidad,Casado/a,35,2949.5756,2949.5756,0,0.12245,30-40
885,150550,No,3.Pos-graduacion,Casado/a,45,28.3034,28.3034,0,0.000188,40-50
886,21077,Si,1.Colegio,Casado/a,32,5218.063,0.0,1,0.24757142857142858,30-40
887,3011,No,1.Colegio,Soltero/a,35,2685.2098,353.4914,0,0.8918,30-40
888,27099,No,3.Pos-graduacion,Soltero/a,26,30.11,30.11,0,0.0011111111111111111,20-30
889,51187,No,3.Pos-graduacion,Casado/a,39,24109.9803,2107.7,0,0.47101764705882354,30-40
890,54198,Si,1.Colegio,Soltero/a,42,18444.1816,3011.0,0,0.3403111111111111,40-50
891,105385,Si,3.Pos-graduacion,Casado/a,52,722.64,0.0,1,0.006857142857142857,50+
892,81297,No,2.Universidad,Soltero/a,35,66302.8222,2709.9,0,0.8155629629629629,30-40
893,60220,Si,3.Pos-graduacion,Soltero/a,29,7700.3314,304.4121,0,0.12787,20-30
894,6022,Si,3.Pos-graduacion,Soltero/a,22,4606.5289,481.76,0,0.76495,20-30
895,30110,No,2.Universidad,Soltero/a,30,14128.2142,903.3,0,0.46922,20-30
896,87319,No,3.Pos-graduacion,Casado/a,46,60054.6961,3235.0184,0,0.6877620689655173,40-50
897,21077,No,1.Colegio,Soltero/a,28,20266.4388,0.0,1,0.9615428571428571,20-30
898,69253,No,3.Pos-graduacion,Soltero/a,26,111.7081,111.7081,0,0.0016130434782608697,20-30
899,54198,Si,3.Pos-graduacion,Soltero/a,28,1315.5059,1315.5059,0,0.024272222222222223,20-30
900,63231,No,3.Pos-graduacion,Soltero/a,33,87.6201,87.6201,0,0.0013857142857142857,30-40
901,15055,No,3.Pos-graduacion,Soltero/a,24,14696.0888,0.0,1,0.9761599999999999,20-30
902,45165,No,3.Pos-graduacion,Soltero/a,37,13364.6246,903.3,0,0.29590666666666665,30-40
903,15055,No,2.Universidad,Casado/a,44,13858.7297,458.8764,0,0.92054,40-50
904,45165,Si,1.Colegio,Casado/a,43,285.4428,285.4428,0,0.006319999999999999,40-50
905,66242,No,2.Universidad,Soltero/a,29,36986.8229,1507.9088,0,0.5583590909090909,20-30
906,66242,Si,2.Universidad,Casado/a,32,59478.0896,2167.92,0,0.8978909090909091,30-40
907,21077,Si,2.Universidad,Soltero/a,34,7532.0165,451.65,0,0.3573571428571428,30-40
908,36132,No,2.Universidad,Soltero/a,37,5022.348,301.1,0,0.139,30-40
909,54198,Si,2.Universidad,Soltero/a,32,5150.9177,476.3402,0,0.0950388888888889,30-40
910,111407,Si,3.Pos-graduacion,Casado/a,53,2454.8683,2454.8683,0,0.022035135135135137,50+
911,6022,Si,3.Pos-graduacion,Soltero/a,26,2796.6168,322.7792,0,0.4644,20-30
912,45165,No,2.Universidad,Casado/a,34,40690.654,1329.0554,0,0.9009333333333334,30-40
913,6022,No,3.Pos-graduacion,Soltero/a,26,125.2576,125.2576,0,0.0208,20-30
914,144528,Si,2.Universidad,Casado/a,54,1810.5143,1810.5143,0,0.012527083333333335,50+
915,15055,No,1.Colegio,Soltero/a,26,8024.0139,602.2,0,0.53298,20-30
916,51187,No,2.Universidad,Soltero/a,31,7711.4721,520.3008,0,0.1506529411764706,30-40
917,60220,Si,3.Pos-graduacion,Soltero/a,31,12354.4341,912.6341,0,0.205155,30-40
918,78286,No,1.Colegio,Casado/a,34,3762.8467,636.5254,0,0.048065384615384614,30-40
919,132484,Si,2.Universidad,Soltero/a,26,27238.1082,1057.7643,0,0.20559545454545453,20-30
920,150550,No,2.Universidad,Casado/a,43,2450.954,457.0698,0,0.016280000000000003,40-50
921,69253,Si,2.Universidad,Casado/a,29,13521.7988,903.3,0,0.19525217391304348,20-30
922,141517,No,2.Universidad,Casado/a,41,3686.0662,3686.0662,0,0.0260468085106383,40-50
923,6022,Si,1.Colegio,Casado/a,48,5041.3173,812.97,0,0.83715,40-50
924,63231,Si,2.Universidad,Soltero/a,24,33435.9506,1746.38,0,0.5287904761904761,20-30
925,6022,Si,1.Colegio,Casado/a,53,4002.2212,481.76,0,0.6646,50+
926,60220,Si,2.Universidad,Casado/a,34,228.2338,228.2338,0,0.00379,30-40
927,75275,Si,2.Universidad,Soltero/a,36,8195.0387,8195.0387,0,0.10886799999999999,30-40
928,90330,No,2.Universidad,Soltero/a,41,9381.9749,443.2192,0,0.10386333333333332,40-50
929,96352,Si,3.Pos-graduacion,Soltero/a,30,27205.5894,1510.6187,0,0.28235625000000003,20-30
930,15055,No,2.Universidad,Soltero/a,29,10929.0267,0.0,1,0.72594,20-30
931,60220,Si,2.Universidad,Casado/a,34,743.4159,743.4159,0,0.012345,30-40
932,24088,Si,3.Pos-graduacion,Soltero/a,29,5408.6593,392.3333,0,0.2245375,20-30
933,21077,No,2.Universidad,Casado/a,37,2005.0249,0.0,1,0.09512857142857142,30-40
934,18066,No,1.Colegio,Soltero/a,36,16662.5729,0.0,1,0.9223166666666667,30-40
935,42154,No,2.Universidad,Soltero/a,26,40759.0037,1857.4859,0,0.9669071428571429,20-30
936,9033,No,2.Universidad,Soltero/a,25,2464.5035,391.43,0,0.2728333333333333,20-30
937,57209,No,2.Universidad,Casado/a,49,130.9785,130.9785,0,0.002289473684210526,40-50
938,21077,Si,3.Pos-graduacion,Soltero/a,23,941.8408,941.8408,0,0.04468571428571428,20-30
939,33121,Si,2.Universidad,Soltero/a,24,2592.471,799.1194,0,0.07827272727272727,20-30
940,81297,No,1.Colegio,Casado/a,47,50836.8207,1866.82,0,0.6253222222222222,40-50
941,48176,No,2.Universidad,Casado/a,31,8151.9814,451.65,0,0.1692125,30-40
942,6022,No,2.Universidad,Soltero/a,24,5525.185,0.0,1,0.9175000000000001,20-30
943,96352,No,2.Universidad,Soltero/a,32,7049.3532,903.3,0,0.07316249999999999,30-40
944,129473,No,3.Pos-graduacion,Soltero/a,31,11834.7355,3011.0,0,0.09140697674418605,30-40
945,15055,Si,3.Pos-graduacion,Casado/a,37,2308.8348,361.32,0,0.15336,30-40
946,42154,No,2.Universidad,Casado/a,48,1509.1132,1509.1132,0,0.0358,40-50
947,150550,No,2.Universidad,Casado/a,49,1920.4158,1920.4158,0,0.012756,40-50
948,24088,No,1.Colegio,Casado/a,45,7960.1807,448.639,0,0.3304625,40-50
949,117429,Si,3.Pos-graduacion,Soltero/a,31,1886.6926,1886.6926,0,0.016066666666666667,30-40
950,30110,Si,3.Pos-graduacion,Casado/a,35,17710.0998,642.5474,0,0.58818,30-40
951,108396,Si,3.Pos-graduacion,Casado/a,42,56293.9571,3012.5055,0,0.5193361111111111,40-50
952,42154,No,3.Pos-graduacion,Soltero/a,36,341.7485,341.7485,0,0.008107142857142856,30-40
953,33121,No,2.Universidad,Casado/a,51,14128.2142,602.2,0,0.42656363636363637,50+
954,51187,No,1.Colegio,Casado/a,48,95.1476,95.1476,0,0.0018588235294117645,40-50
955,51187,No,2.Universidad,Casado/a,48,41310.6189,1624.7356,0,0.8070529411764706,40-50
956,54198,Si,2.Universidad,Soltero/a,25,1735.8415,378.4827,0,0.03202777777777778,20-30
957,42154,No,2.Universidad,Casado/a,41,33626.5469,1686.16,0,0.7977071428571428,40-50
958,6022,Si,2.Universidad,Casado/a,49,4017.2762,607.6198,0,0.6670999999999999,40-50
959,15055,Si,2.Universidad,Soltero/a,28,14909.8698,758.1698,0,0.99036,20-30
960,90330,Si,1.Colegio,Soltero/a,29,8458.5012,8458.5012,0,0.09364,20-30
961,21077,Si,2.Universidad,Soltero/a,26,13127.96,602.2,0,0.6228571428571428,20-30
962,60220,Si,1.Colegio,Soltero/a,49,5706.1461,5706.1461,0,0.09475499999999999,40-50
963,60220,Si,3.Pos-graduacion,Casado/a,34,2045.6734,2045.6734,0,0.03397,30-40
964,15055,Si,3.Pos-graduacion,Soltero/a,22,89.4267,89.4267,0,0.00594,20-30
965,6022,Si,2.Universidad,Soltero/a,26,3238.9327,3238.9327,0,0.5378499999999999,20-30
966,60220,No,3.Pos-graduacion,Casado/a,38,221.3085,221.3085,0,0.0036750000000000003,30-40
967,36132,Si,3.Pos-graduacion,Soltero/a,35,22878.7824,0.0,1,0.6332,30-40
968,66242,Si,2.Universidad,Casado/a,49,51396.8667,2283.2413,0,0.7758954545454545,40-50
969,189693,No,3.Pos-graduacion,Soltero/a,40,133799.807,5419.8,0,0.7053492063492064,30-40
970,90330,Si,3.Pos-graduacion,Soltero/a,34,1505.5,1505.5,0,0.016666666666666666,30-40
971,3011,Si,2.Universidad,Soltero/a,49,1508.8121,0.0,1,0.5011,40-50
972,84308,Si,3.Pos-graduacion,Casado/a,39,1761.7361,301.1,0,0.020896428571428573,30-40
973,39143,No,3.Pos-graduacion,Soltero/a,30,1690.9776,349.5771,0,0.043199999999999995,20-30
974,9033,Si,1.Colegio,Casado/a,28,5745.8913,602.2,0,0.6361,20-30
975,15055,Si,2.Universidad,Casado/a,27,3251.88,343.254,0,0.216,20-30
976,21077,Si,1.Colegio,Casado/a,38,7702.4391,383.3003,0,0.3654428571428571,30-40
977,24088,No,2.Universidad,Soltero/a,29,12928.6318,632.31,0,0.536725,20-30
978,6022,Si,2.Universidad,Casado/a,22,5763.9573,903.3,0,0.9571500000000001,20-30
979,141517,Si,2.Universidad,Soltero/a,32,40192.6346,1505.5,0,0.2840127659574468,30-40
980,78286,Si,2.Universidad,Casado/a,37,75681.7861,3613.2,0,0.9667346153846154,30-40
981,45165,Si,3.Pos-graduacion,Soltero/a,25,591.0593,591.0593,0,0.013086666666666667,20-30
982,36132,No,3.Pos-graduacion,Casado/a,46,5216.5575,963.52,0,0.144375,40-50
983,6022,Si,2.Universidad,Casado/a,47,5224.6872,385.408,0,0.8676,40-50
984,15055,No,1.Colegio,Soltero/a,22,11513.7629,451.65,0,0.76478,20-30
985,54198,Si,2.Universidad,Soltero/a,27,38504.9691,1806.6,0,0.71045,20-30
986,108396,No,2.Universidad,Casado/a,44,2817.6938,2817.6938,0,0.025994444444444445,40-50
987,54198,Si,2.Universidad,Soltero/a,30,4638.1444,451.65,0,0.08557777777777778,20-30
988,81297,Si,3.Pos-graduacion,Casado/a,42,376.375,0.0,1,0.004629629629629629,40-50
989,21077,No,3.Pos-graduacion,Soltero/a,28,20989.9821,903.3,0,0.9958714285714286,20-30
990,15055,Si,2.Universidad,Casado/a,54,3447.2939,346.265,0,0.22898000000000002,50+
991,105385,No,2.Universidad,Casado/a,37,88.5234,88.5234,0,0.0008399999999999999,30-40
992,60220,No,3.Pos-graduacion,Casado/a,58,59006.567,2355.2042,0,0.97985,50+
993,24088,No,1.Colegio,Soltero/a,26,21061.0417,0.0,1,0.8743375000000001,20-30
994,18066,Si,2.Universidad,Casado/a,31,14824.9596,903.3,0,0.8206,30-40
995,9033,No,3.Pos-graduacion,Casado/a,52,5053.6624,391.43,0,0.5594666666666667,50+
996,33121,Si,3.Pos-graduacion,Soltero/a,36,30346.0624,1385.06,0,0.9162181818181818,30-40
997,90330,Si,3.Pos-graduacion,Soltero/a,27,25218.3294,25218.3294,0,0.27918,20-30
998,15055,Si,1.Colegio,Casado/a,22,9433.1619,2709.9,0,0.6265799999999999,20-30
999,150550,No,3.Pos-graduacion,Soltero/a,39,3562.9163,3562.9163,0,0.023666,30-40
1000,108396,No,3.Pos-graduacion,Soltero/a,36,62720.6355,62720.6355,0,0.578625,30-40
1001,6022,Si,2.Universidad,Casado/a,39,3378.6431,1059.872,0,0.5610499999999999,30-40
1002,66242,No,3.Pos-graduacion,Casado/a,39,45467.3044,30110.0,0,0.6863818181818182,30-40
1003,6022,Si,2.Universidad,Soltero/a,22,4720.3447,1505.5,0,0.7838499999999999,20-30
1004,18066,No,2.Universidad,Casado/a,37,9028.7846,110.2026,0,0.4997666666666667,30-40
1005,51187,Si,3.Pos-graduacion,Soltero/a,30,385.408,301.1,0,0.0075294117647058826,20-30
1006,60220,Si,2.Universidad,Casado/a,26,13609.72,541.98,0,0.22599999999999998,20-30
1007,42154,Si,1.Colegio,Soltero/a,23,11072.0492,602.2,0,0.26265714285714287,20-30
1008,54198,Si,2.Universidad,Soltero/a,24,31736.8433,0.0,1,0.5855722222222223,20-30
1009,6022,No,1.Colegio,Casado/a,51,4768.5207,380.5904,0,0.79185,50+
1010,15055,Si,3.Pos-graduacion,Soltero/a,23,9846.8733,464.8984,0,0.65406,20-30
1011,30110,Si,2.Universidad,Casado/a,25,6034.9473,602.2,0,0.20043,20-30
1012,21077,Si,2.Universidad,Casado/a,44,1999.9062,752.75,0,0.09488571428571428,40-50
1013,141517,No,3.Pos-graduacion,Soltero/a,33,3485.5336,3485.5336,0,0.024629787234042556,30-40
1014,90330,Si,3.Pos-graduacion,Casado/a,45,3013.7099,3013.7099,0,0.03336333333333333,40-50
1015,60220,Si,3.Pos-graduacion,Soltero/a,26,1939.084,1939.084,0,0.0322,20-30
1016,45165,Si,2.Universidad,Casado/a,41,23478.2725,1211.3253,0,0.5198333333333334,40-50
1017,66242,Si,2.Universidad,Soltero/a,25,50429.7335,2050.1899,0,0.7612954545454546,20-30
1018,126462,No,3.Pos-graduacion,Soltero/a,31,169.5193,169.5193,0,0.0013404761904761903,30-40
1019,63231,Si,2.Universidad,Soltero/a,45,617.255,617.255,0,0.009761904761904762,40-50
1020,135495,No,1.Colegio,Casado/a,58,1878.5629,1878.5629,0,0.013864444444444443,50+
1021,72264,No,2.Universidad,Casado/a,30,2290.7688,2290.7688,0,0.0317,20-30
1022,126462,Si,2.Universidad,Soltero/a,25,36798.0332,30110.0,0,0.29098095238095234,20-30
1023,9033,Si,1.Colegio,Soltero/a,24,4405.093,4405.093,0,0.48766666666666664,20-30
1024,15055,No,2.Universidad,Soltero/a,37,14651.2249,638.332,0,0.9731799999999999,30-40
1025,69253,No,1.Colegio,Soltero/a,27,3011.0,3011.0,0,0.043478260869565216,20-30
1026,60220,No,3.Pos-graduacion,Soltero/a,31,2040.5547,572.09,0,0.033885,30-40
1027,69253,Si,2.Universidad,Soltero/a,28,5319.5337,1806.6,0,0.07681304347826087,20-30
1028,39143,Si,2.Universidad,Soltero/a,24,35625.8509,1495.2626,0,0.9101461538461538,20-30
1029,27099,Si,3.Pos-graduacion,Soltero/a,33,26494.6923,2709.9,0,0.9776999999999999,30-40
1030,36132,No,3.Pos-graduacion,Soltero/a,27,95.1476,95.1476,0,0.0026333333333333334,20-30
1031,60220,No,3.Pos-graduacion,Soltero/a,42,222.814,222.814,0,0.0036999999999999997,40-50
1032,6022,Si,2.Universidad,Soltero/a,32,5176.8123,0.0,1,0.8596499999999999,30-40
1033,63231,Si,3.Pos-graduacion,Casado/a,37,23481.2835,1114.07,0,0.3713571428571429,30-40
1034,21077,Si,2.Universidad,Casado/a,42,15649.6725,662.42,0,0.7425,40-50
1035,69253,No,2.Universidad,Soltero/a,32,56914.8253,2709.9,0,0.8218391304347825,30-40
1036,9033,No,2.Universidad,Soltero/a,44,6378.2013,360.1156,0,0.7061,40-50
1037,30110,No,3.Pos-graduacion,Soltero/a,31,9914.6208,0.0,1,0.32928,30-40
1038,63231,No,2.Universidad,Soltero/a,33,57688.3512,2559.35,0,0.9123428571428571,30-40
1039,15055,No,2.Universidad,Soltero/a,54,14117.0735,0.0,1,0.9377,50+
1040,21077,Si,3.Pos-graduacion,Soltero/a,24,15852.915,1505.5,0,0.7521428571428572,20-30
1041,63231,Si,3.Pos-graduacion,Casado/a,33,4872.4002,372.1596,0,0.07705714285714285,30-40
1042,12044,No,3.Pos-graduacion,Soltero/a,24,8485.6002,0.0,1,0.70455,20-30
1043,24088,Si,2.Universidad,Soltero/a,25,20453.723,0.0,1,0.849125,20-30
1044,63231,Si,3.Pos-graduacion,Casado/a,37,220.4052,220.4052,0,0.003485714285714286,30-40
1045,6022,Si,2.Universidad,Soltero/a,23,1047.2258,1047.2258,0,0.1739,20-30
1046,3011,No,1.Colegio,Soltero/a,34,2548.5104,646.7628,0,0.8464,30-40
1047,12044,Si,2.Universidad,Casado/a,25,3705.6377,457.672,0,0.30767500000000003,20-30
1048,87319,Si,3.Pos-graduacion,Soltero/a,33,146.3346,146.3346,0,0.001675862068965517,30-40
1049,6022,No,2.Universidad,Soltero/a,25,4109.4128,451.65,0,0.6824,20-30
1050,6022,No,2.Universidad,Casado/a,32,5460.1474,485.6743,0,0.9067,30-40
1051,150550,No,2.Universidad,Casado/a,42,1058.6676,1058.6676,0,0.007032,40-50
1052,27099,Si,1.Colegio,Soltero/a,24,62.3277,62.3277,0,0.0023,20-30
1053,15055,Si,2.Universidad,Casado/a,37,316.155,0.0,1,0.020999999999999998,30-40
1054,36132,No,3.Pos-graduacion,Soltero/a,36,8507.5805,1354.95,0,0.23545833333333333,30-40
1055,60220,Si,3.Pos-graduacion,Soltero/a,27,46879.1623,2166.1134,0,0.7784650000000001,20-30
1056,90330,Si,2.Universidad,Casado/a,50,942.7441,942.7441,0,0.010436666666666667,40-50
1057,27099,Si,2.Universidad,Soltero/a,24,6679.6024,1505.5,0,0.24648888888888887,20-30
1058,27099,No,2.Universidad,Casado/a,27,21254.9501,776.838,0,0.7843444444444444,20-30
1059,54198,Si,2.Universidad,Casado/a,39,44.5628,44.5628,0,0.0008222222222222222,30-40
1060,30110,No,3.Pos-graduacion,Casado/a,45,3830.8953,809.3568,0,0.12723,40-50
1061,108396,No,3.Pos-graduacion,Casado/a,36,4020.2872,602.2,0,0.03708888888888889,30-40
1062,69253,No,2.Universidad,Soltero/a,39,98.1586,98.1586,0,0.0014173913043478263,30-40
1063,33121,Si,1.Colegio,Soltero/a,29,31457.1214,1595.83,0,0.9497636363636364,20-30
1064,63231,No,2.Universidad,Soltero/a,37,41860.4275,1967.3874,0,0.6620238095238095,30-40
1065,60220,No,2.Universidad,Soltero/a,26,3558.0987,3558.0987,0,0.059085,20-30
1066,15055,No,2.Universidad,Soltero/a,44,5721.5022,348.9749,0,0.38004,40-50
1067,150550,No,2.Universidad,Casado/a,40,18400.5221,800.6249,0,0.12222199999999998,30-40
1068,9033,Si,3.Pos-graduacion,Soltero/a,25,1497.0692,330.9089,0,0.16573333333333332,20-30
1069,102374,Si,2.Universidad,Casado/a,36,46758.7223,2139.6166,0,0.45674411764705886,30-40
1070,108396,No,3.Pos-graduacion,Soltero/a,32,117.1279,117.1279,0,0.0010805555555555555,30-40
1071,69253,No,3.Pos-graduacion,Soltero/a,32,14205.2958,3047.132,0,0.20512173913043477,30-40
1072,18066,No,2.Universidad,Casado/a,41,12524.8567,1526.577,0,0.6932833333333334,40-50
1073,15055,Si,3.Pos-graduacion,Soltero/a,29,3957.9595,843.08,0,0.2629,20-30
1074,48176,No,1.Colegio,Soltero/a,52,47382.3004,1964.6775,0,0.983525,50+
1075,18066,Si,1.Colegio,Soltero/a,48,11818.7772,511.87,0,0.6542,40-50
1076,48176,No,2.Universidad,Soltero/a,43,2151.6606,2151.6606,0,0.0446625,40-50
1077,54198,Si,3.Pos-graduacion,Soltero/a,25,375.1706,375.1706,0,0.006922222222222222,20-30
1078,51187,No,2.Universidad,Casado/a,36,19476.0513,602.2,0,0.3804882352941176,30-40
1079,39143,Si,2.Universidad,Casado/a,34,18442.9772,680.486,0,0.4711692307692308,30-40
1080,54198,Si,2.Universidad,Soltero/a,48,916.5484,916.5484,0,0.016911111111111113,40-50
1081,6022,No,3.Pos-graduacion,Soltero/a,27,1797.8681,0.0,1,0.29855,20-30
1082,69253,Si,2.Universidad,Casado/a,43,2526.8312,389.9245,0,0.03648695652173913,40-50
1083,93341,Si,2.Universidad,Casado/a,39,2021.2843,347.7705,0,0.02165483870967742,30-40
1084,105385,No,3.Pos-graduacion,Casado/a,70,21150.4684,1015.0081,0,0.20069714285714288,50+
1085,15055,Si,3.Pos-graduacion,Soltero/a,24,105.6861,105.6861,0,0.007019999999999999,20-30
1086,54198,Si,3.Pos-graduacion,Casado/a,27,23607.1433,782.86,0,0.4355722222222222,20-30
1087,60220,Si,2.Universidad,Soltero/a,33,53743.6401,2378.69,0,0.892455,30-40
1088,6022,No,1.Colegio,Casado/a,34,5047.0382,386.6124,0,0.8381,30-40
1089,45165,Si,2.Universidad,Casado/a,31,234.5569,234.5569,0,0.005193333333333334,30-40
1090,15055,Si,2.Universidad,Soltero/a,25,14289.0016,540.1734,0,0.94912,20-30
1091,57209,No,1.Colegio,Casado/a,49,53915.5682,1505.5,0,0.9424315789473684,40-50
1092,87319,Si,3.Pos-graduacion,Soltero/a,27,73394.0283,4968.15,0,0.8405275862068966,20-30
1093,126462,No,2.Universidad,Casado/a,39,35560.8133,1716.27,0,0.2811976190476191,30-40
1094,18066,No,2.Universidad,Soltero/a,40,3294.034,451.65,0,0.18233333333333335,30-40
1095,27099,Si,3.Pos-graduacion,Soltero/a,27,25015.6891,1053.85,0,0.9231222222222222,20-30
1096,9033,Si,3.Pos-graduacion,Soltero/a,27,8810.4871,541.98,0,0.9753666666666667,20-30
1097,6022,No,2.Universidad,Soltero/a,35,3442.7774,0.0,1,0.5717,30-40
1098,27099,Si,2.Universidad,Casado/a,25,26813.5572,1264.62,0,0.9894666666666666,20-30
1099,36132,No,3.Pos-graduacion,Soltero/a,27,6603.123,511.87,0,0.18275,20-30
1100,108396,Si,2.Universidad,Casado/a,50,206.5546,206.5546,0,0.0019055555555555555,40-50
1101,96352,Si,3.Pos-graduacion,Casado/a,34,7151.125,7151.125,0,0.07421875,30-40
1102,6022,No,2.Universidad,Soltero/a,25,5913.0018,1023.74,0,0.9819,20-30
1103,69253,Si,3.Pos-graduacion,Soltero/a,29,19471.2337,933.41,0,0.2811608695652174,20-30
1104,15055,No,1.Colegio,Casado/a,44,5227.9993,602.2,0,0.34726,40-50
1105,15055,No,1.Colegio,Casado/a,48,10197.6548,10197.6548,0,0.67736,40-50
1106,12044,Si,1.Colegio,Soltero/a,24,210.1678,0.0,1,0.01745,20-30
1107,36132,Si,1.Colegio,Casado/a,27,117.429,117.429,0,0.00325,20-30
1108,39143,Si,2.Universidad,Soltero/a,25,476.6413,476.6413,0,0.012176923076923077,20-30
1109,33121,Si,1.Colegio,Soltero/a,28,26328.7862,1204.4,0,0.7949272727272727,20-30
1110,6022,No,2.Universidad,Soltero/a,22,2393.1428,0.0,1,0.39740000000000003,20-30
1111,36132,Si,1.Colegio,Casado/a,30,34600.9065,1257.9958,0,0.957625,20-30
1112,72264,Si,2.Universidad,Casado/a,44,2245.6038,2245.6038,0,0.031075,40-50
1113,15055,Si,2.Universidad,Soltero/a,23,9970.3243,937.3243,0,0.66226,20-30
1114,150550,Si,3.Pos-graduacion,Soltero/a,42,555.2284,555.2284,0,0.003688,40-50
1115,51187,No,2.Universidad,Casado/a,48,28991.1124,1316.1081,0,0.5663764705882354,40-50
1116,69253,Si,2.Universidad,Casado/a,29,9397.0299,602.2,0,0.13569130434782609,20-30
1117,33121,No,3.Pos-graduacion,Soltero/a,28,12589.5932,0.0,1,0.3801090909090909,20-30
1118,102374,No,3.Pos-graduacion,Casado/a,52,10132.6172,10132.6172,0,0.0989764705882353,50+
1119,15055,No,3.Pos-graduacion,Soltero/a,37,11589.9412,594.9736,0,0.76984,30-40
1120,93341,No,3.Pos-graduacion,Casado/a,50,95.1476,95.1476,0,0.0010193548387096773,40-50
1121,15055,Si,1.Colegio,Casado/a,31,12051.5275,852.113,0,0.8005,30-40
1122,72264,Si,1.Colegio,Casado/a,38,34143.5356,2860.45,0,0.47248333333333337,30-40
1123,15055,Si,2.Universidad,Casado/a,48,3993.1882,760.5786,0,0.26524,40-50
1124,45165,Si,3.Pos-graduacion,Soltero/a,34,3976.3266,3976.3266,0,0.08804,30-40
1125,42154,No,2.Universidad,Soltero/a,44,31621.8231,1204.4,0,0.75015,40-50
1126,9033,Si,1.Colegio,Casado/a,56,7467.28,2709.9,0,0.8266666666666667,50+
1127,90330,Si,3.Pos-graduacion,Casado/a,30,25483.8996,903.3,0,0.28212,20-30
1128,15055,No,3.Pos-graduacion,Soltero/a,29,792.4952,301.1,0,0.05264,20-30
1129,84308,Si,2.Universidad,Casado/a,37,9076.3584,456.1665,0,0.10765714285714285,30-40
1130,9033,Si,3.Pos-graduacion,Casado/a,27,92.1366,92.1366,0,0.0102,20-30
1131,9033,Si,2.Universidad,Soltero/a,23,1683.4501,1082.7556,0,0.18636666666666668,20-30
1132,54198,No,1.Colegio,Casado/a,45,7379.3588,451.65,0,0.13615555555555556,40-50
1133,45165,No,2.Universidad,Casado/a,33,3465.661,903.6011,0,0.07673333333333333,30-40
1134,33121,Si,2.Universidad,Casado/a,40,25719.3598,1114.07,0,0.7765272727272727,30-40
1135,69253,Si,1.Colegio,Casado/a,43,1153.8152,1153.8152,0,0.016660869565217392,40-50
1136,69253,Si,2.Universidad,Soltero/a,25,28450.6379,1354.95,0,0.4108217391304348,20-30
1137,36132,Si,2.Universidad,Casado/a,38,2188.997,2188.997,0,0.06058333333333333,30-40
1138,72264,Si,2.Universidad,Casado/a,42,10995.8709,4516.5,0,0.1521625,40-50
1139,15055,Si,1.Colegio,Soltero/a,40,1976.1193,382.6981,0,0.13126000000000002,30-40
1140,15055,Si,3.Pos-graduacion,Soltero/a,70,14597.328,0.0,1,0.9696,50+
